"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"245320","chr19",19134,56537796,56538296,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"260025","chr2",14225,64653674,64654174,-0.90143616551641,1.69690811525302e-06,-0.092184368737475
"276540","chr2",30740,159878960,159879460,-3.70043971814109,1.69690811525302e-06,-0.0240480961923848
"289602","chr2",43802,231675045,231675545,-1.41503749927884,1.69690811525302e-06,-0.0601202404809619
"342819","chr3",21004,123610333,123610833,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"380026","chr4",24053,185597497,185597997,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"389336","chr5",9015,73387783,73388283,2.70043971814109,1.69690811525302e-06,0.0220440881763527
"396623","chr5",16302,128082857,128083357,-1.05733317506595,1.69690811525302e-06,-0.0801603206412826
"410841","chr6",2913,13331938,13332438,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"430615","chr6",22687,131688271,131688771,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"440589","chr7",2154,5569323,5569823,-3.70043971814109,1.69690811525302e-06,-0.0240480961923848
"442782","chr7",4347,21352164,21352664,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"451047","chr7",12612,75237519,75238019,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"461202","chr7",22767,139855412,139855912,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"464212","chr7",25777,155598694,155599194,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"466253","chr8",1250,9720200,9720700,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"469845","chr8",4842,28987500,28988000,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"503316","chr9",15779,125637357,125637857,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"506233","chr9",18696,132800084,132800584,-2.70043971814109,1.69690811525302e-06,-0.0220440881763527
"508013","chr9",20476,136899178,136899678,2.70043971814109,1.69690811525302e-06,0.0220440881763527
"117749","chr12",12563,66130545,66131045,-1.28379296600059,1.75158865310273e-06,-0.0661322645290581
"492834","chr9",5297,37324104,37324604,-1.28379296600059,1.75158865310273e-06,-0.0661322645290581
"18817","chr1",18817,53220399,53220899,-1.08017034868398,1.86912229755929e-06,-0.0781563126252505
"54097","chr1",54097,235954636,235955136,-1.08017034868398,1.86912229755929e-06,-0.0781563126252505
"55235","chr1",55235,244048018,244048518,-0.68000970935413,1.88460173815905e-06,-0.112224448897796
"127365","chr12",22179,121794864,121795364,-1.58496250072116,1.93539174369275e-06,-0.0521042084168337
"1000","chr1",1000,2255257,2255757,-1.94753258010586,1.9755586172028e-06,-0.0400801603206413
"12374","chr1",12374,32337281,32337781,-1.94753258010586,1.9755586172028e-06,-0.0400801603206413
"251920","chr2",6120,27891020,27891520,-1.10535300014623,1.9755586172028e-06,-0.0761523046092184
"286951","chr2",41151,218879988,218880488,-1.10535300014623,1.9755586172028e-06,-0.0761523046092184
"319406","chr22",7844,42649158,42649658,-1.10535300014623,1.9755586172028e-06,-0.0761523046092184
"368082","chr4",12109,83334524,83335024,-1.94753258010586,1.9755586172028e-06,-0.0400801603206413
"402233","chr5",21912,151214628,151215128,-1.10535300014623,1.9755586172028e-06,-0.0761523046092184
"449564","chr7",11129,66205058,66205558,-1.10535300014623,1.9755586172028e-06,-0.0761523046092184
"198018","chr17",5279,18182626,18183126,-1.35049724708413,2.00236168186086e-06,-0.062124248496994
"251736","chr2",5936,27428316,27428816,-0.938599455335857,2.00236168186086e-06,-0.0881763527054108
"405700","chr5",25379,172772195,172772695,-0.912537158749661,2.04672063536875e-06,-0.0901803607214429
"29223","chr1",29223,110384974,110385474,-1.19930880822341,2.05126732693595e-06,-0.0701402805611222
"209630","chr17",16891,64496882,64497382,-1.13326653086346,2.05201102692514e-06,-0.0741482965931864
"5500","chr1",5500,15603398,15603898,-1.16438681790088,2.07937040956655e-06,-0.0721442885771543
"273005","chr2",27205,136119048,136119548,-1.16438681790088,2.07937040956655e-06,-0.0721442885771543
"79686","chr10",23285,132453007,132453507,-0.983126181435604,2.24102383016089e-06,-0.0841683366733467
"395050","chr5",14729,115544504,115545004,-0.85626452253855,2.39571622671194e-06,-0.094188376753507
"51871","chr1",51871,228213413,228213913,-1.29545588352617,2.40475851927028e-06,-0.064128256513026
"62381","chr10",5980,31032213,31032713,-1.29545588352617,2.40475851927028e-06,-0.064128256513026
"86032","chr11",5893,33038966,33039466,-1.29545588352617,2.40475851927028e-06,-0.064128256513026
"87553","chr11",7414,44611783,44612283,-1.29545588352617,2.40475851927028e-06,-0.064128256513026
"182086","chr16",7202,29337383,29337883,-1.85798099512757,2.40475851927028e-06,-0.0420841683366733
"213257","chr17",20518,77444760,77445260,-1.85798099512757,2.40475851927028e-06,-0.0420841683366733
"242415","chr19",16229,48638003,48638503,-0.952171474909385,2.40475851927028e-06,-0.0861723446893788
"265324","chr2",19524,96538886,96539386,-1.85798099512757,2.40475851927028e-06,-0.0420841683366733
"306103","chr21",115,14382956,14383456,-0.810522201136287,2.40475851927028e-06,-0.0981963927855712
"391807","chr5",11486,88827310,88827810,-1.29545588352617,2.40475851927028e-06,-0.064128256513026
"505264","chr9",17727,130042956,130043456,-1.29545588352617,2.40475851927028e-06,-0.064128256513026
"191206","chr16",16322,87388210,87388710,-0.876851769227135,2.43758309357512e-06,-0.092184368737475
"29208","chr1",29208,110338974,110339474,-0.703018262242868,2.45006873741088e-06,-0.108216432865731
"123704","chr12",18518,107736800,107737300,-1.05889368905357,2.45006873741088e-06,-0.0781563126252505
"292638","chr2",46838,241508455,241508955,-0.786293306529774,2.45006873741088e-06,-0.100200400801603
"434475","chr6",26547,150599597,150600097,-1.05889368905357,2.45006873741088e-06,-0.0781563126252505
"243914","chr19",17728,52269283,52269783,-1,2.55348578372385e-06,-0.0821643286573146
"127193","chr12",22007,121514016,121514516,-1.4594316186373,2.55556961062954e-06,-0.0561122244488978
"33826","chr1",33826,153633695,153634195,-0.827163403137784,2.57486959754242e-06,-0.0961923847695391
"305636","chr20",12719,63639170,63639670,-1.72246602447109,2.58726468714932e-06,-0.0460921843687375
"438820","chr7",385,1003849,1004349,-1.72246602447109,2.58726468714932e-06,-0.0460921843687375
"212916","chr17",20177,76726513,76727013,-0.801095931585922,2.76414587610403e-06,-0.0981963927855712
"39425","chr1",39425,171781177,171781677,-0.676110388779351,2.77080073963831e-06,-0.110220440881764
"258026","chr2",12226,54723317,54723817,-0.736965594166206,2.77080073963831e-06,-0.104208416833667
"338417","chr3",16602,93979814,93980314,-0.966833136064801,2.80776076551692e-06,-0.0841683366733467
"35450","chr1",35450,156607270,156607770,-2.13750352374994,2.81820187222132e-06,-0.0340681362725451
"157606","chr14",15128,102319463,102319963,-1.10852445677817,2.81820187222132e-06,-0.0741482965931864
"191711","chr16",16827,88527375,88527875,-2.13750352374994,2.81820187222132e-06,-0.0340681362725451
"210824","chr17",18085,69115943,69116443,-2.13750352374994,2.81820187222132e-06,-0.0340681362725451
"231226","chr19",5040,10436353,10436853,-2.13750352374994,2.81820187222132e-06,-0.0340681362725451
"377607","chr4",21634,163611154,163611654,-2.13750352374994,2.81820187222132e-06,-0.0340681362725451
"427424","chr6",19496,109454574,109455074,-1.10852445677817,2.81820187222132e-06,-0.0741482965931864
"68585","chr10",12184,73848959,73849459,-1.20645087746743,2.87007368331324e-06,-0.0681362725450902
"147431","chr14",4953,54565822,54566322,-1.20645087746743,2.87007368331324e-06,-0.0681362725450902
"176475","chr16",1591,2882894,2883394,-0.865070419913891,2.87577536064546e-06,-0.092184368737475
"146930","chr14",4452,51847029,51847529,-0.937264244652037,2.91537011852167e-06,-0.0861723446893788
"361210","chr4",5237,26861590,26862090,-1.13750352374993,2.91537011852167e-06,-0.0721442885771543
"446754","chr7",8319,41881472,41881972,-0.886789389552009,2.96369713609466e-06,-0.0901803607214429
"294375","chr20",1458,4822417,4822917,-0.910732661902913,2.96963251966834e-06,-0.0881763527054108
"355507","chr3",33692,196568384,196568884,-0.81713594285019,2.96963251966834e-06,-0.0961923847695391
"152172","chr14",9694,75274756,75275256,-1.48542682717024,3.22831523605576e-06,-0.0541082164328657
"409483","chr6",1555,6610267,6610767,-1.48542682717024,3.22831523605576e-06,-0.0541082164328657
"451751","chr7",13316,77798225,77798725,-0.769116117769912,3.22831523605576e-06,-0.100200400801603
"194732","chr17",1993,4997337,4997837,-1.03847414781464,3.24396796546549e-06,-0.0781563126252505
"405941","chr5",25620,173615833,173616333,-1.30812229536233,3.28815277527303e-06,-0.062124248496994
"106997","chr12",1811,6852197,6852697,-0.684137905811992,3.35370680991117e-06,-0.108216432865731
"315374","chr22",3812,30968935,30969435,-0.853610513018477,3.48051419585543e-06,-0.092184368737475
"208197","chr17",15458,59155016,59155516,-0.722466024471091,3.50521350530941e-06,-0.104208416833667
"105081","chr11",24942,134253204,134253704,-0.951090399519053,3.51513590351337e-06,-0.0841683366733467
"142382","chr13",12374,114128871,114129371,-1.38466385023533,3.59383766976817e-06,-0.0581162324649299
"15892","chr1",15892,42462897,42463397,-0.874469117916141,3.61757410547404e-06,-0.0901803607214429
"62380","chr10",5979,31031687,31032187,-0.874469117916141,3.61757410547404e-06,-0.0901803607214429
"113334","chr12",8148,49018464,49018964,-0.92283213947754,3.63378834357814e-06,-0.0861723446893788
"132434","chr13",2426,31162365,31162865,-0.92283213947754,3.63378834357814e-06,-0.0861723446893788
"194631","chr17",1892,4833018,4833518,-0.92283213947754,3.63378834357814e-06,-0.0861723446893788
"235081","chr19",8895,18636594,18637094,-0.782901878333065,3.63910318188637e-06,-0.0981963927855712
"147661","chr14",5183,55271022,55271522,-0.897430266359452,3.65311224899647e-06,-0.0881763527054108
"470699","chr8",5696,33566927,33567427,-1.25779775746765,3.78588722913998e-06,-0.064128256513026
"88079","chr11",7940,46347084,46347584,-0.824150164600582,3.83299463592655e-06,-0.094188376753507
"78276","chr10",21875,124601325,124601825,-1.08488889758651,3.88543709947555e-06,-0.0741482965931864
"126663","chr12",21477,120291885,120292385,-1.08488889758651,3.88543709947555e-06,-0.0741482965931864
"468559","chr8",3556,23224711,23225211,-1.08488889758651,3.88543709947555e-06,-0.0741482965931864
"172680","chr15",13366,90233811,90234311,-0.715432432616565,3.89849372170695e-06,-0.104208416833667
"357353","chr4",1380,3045370,3045870,-1.51457317282976,4.04230682844148e-06,-0.0521042084168337
"149291","chr14",6813,64503747,64504247,-0.692676318021409,4.07106072971884e-06,-0.106212424849699
"123554","chr12",18368,107093625,107094125,-1.21412480535285,4.11461728557353e-06,-0.0661322645290581
"127111","chr12",21925,121352181,121352681,-0.966052668076662,4.12038296085264e-06,-0.0821643286573146
"244862","chr19",18676,55179123,55179623,-1.1118928800709,4.12038296085264e-06,-0.0721442885771543
"286746","chr2",40946,218395858,218396358,-0.774118592583672,4.1997409351132e-06,-0.0981963927855712
"184825","chr16",9941,56519816,56520316,-1.14201900487243,4.25584244228855e-06,-0.0701402805611222
"484775","chr8",19772,133499139,133499639,-1.17584983539942,4.25584244228855e-06,-0.0681362725450902
"233743","chr19",7557,16324275,16324775,-0.708537185839689,4.39225209102558e-06,-0.104208416833667
"73728","chr10",17327,100912638,100913138,-0.908852111941805,4.47209914392776e-06,-0.0861723446893787
"93240","chr11",13101,67464494,67464994,-0.884522782580064,4.47209914392776e-06,-0.0881763527054108
"316845","chr22",5283,37199262,37199762,-0.813988014390051,4.47209914392776e-06,-0.094188376753507
"355831","chr3",34016,197554658,197555158,-0.813988014390051,4.47209914392776e-06,-0.094188376753507
"356937","chr4",964,2262155,2262655,-0.606855106569999,4.47209914392776e-06,-0.114228456913828
"276680","chr2",30880,160406790,160407290,-1.32192809488736,4.49591817460699e-06,-0.0601202404809619
"360115","chr4",4142,17577451,17577951,-1.32192809488736,4.49591817460699e-06,-0.0601202404809619
"78396","chr10",21995,124718038,124718538,-1.40439025507934,4.74936426112578e-06,-0.0561122244488978
"4681","chr1",4681,12150577,12151077,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"23983","chr1",23983,84442144,84442644,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"67463","chr10",11062,70493255,70493755,-2,4.76253895481681e-06,-0.0360721442885771
"81556","chr11",1417,2888316,2888816,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"91795","chr11",11656,65083459,65083959,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"116559","chr12",11373,57460037,57460537,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"118098","chr12",12912,68012701,68013201,-2,4.76253895481681e-06,-0.0360721442885771
"152603","chr14",10125,76961655,76962155,-0.831602468304281,4.76253895481681e-06,-0.0921843687374749
"195928","chr17",3189,8172582,8173082,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"235690","chr19",9504,19667741,19668241,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"263677","chr2",17877,84781892,84782392,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"312962","chr22",1400,21834970,21835470,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"372498","chr4",16525,119370325,119370825,-2.24792751344359,4.76253895481681e-06,-0.030060120240481
"486976","chr8",21973,143951974,143952474,-1.03952836418664,4.76253895481681e-06,-0.0761523046092184
"168736","chr15",9422,72474016,72474516,-0.85085656069419,5.10750005825084e-06,-0.0901803607214429
"268153","chr2",22353,108448878,108449378,-0.949959317500404,5.14488669244412e-06,-0.0821643286573146
"46431","chr1",46431,205285152,205285652,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"80625","chr11",486,829036,829536,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"106300","chr12",1114,4270903,4271403,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"107677","chr12",2491,9319703,9320203,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"172267","chr15",12953,89243721,89244221,-1.2684888359259,5.17040890841573e-06,-0.062124248496994
"204016","chr17",11277,43368088,43368588,-1.2684888359259,5.17040890841573e-06,-0.062124248496994
"230289","chr19",4103,7862967,7863467,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"234236","chr19",8050,17309158,17309658,-0.92114457928876,5.17040890841573e-06,-0.0841683366733467
"245437","chr19",19251,57389590,57390090,-0.871992387623929,5.17040890841573e-06,-0.0881763527054108
"264314","chr2",18514,86078673,86079173,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"328479","chr3",6664,36900669,36901169,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"331951","chr3",10136,48739851,48740351,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"341947","chr3",20132,119497711,119498211,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"373012","chr4",17039,123398846,123399346,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"380786","chr5",465,1341873,1342373,2.41503749927884,5.17040890841573e-06,0.0260521042084168
"395438","chr5",15117,119267886,119268386,-1.06228427825434,5.17040890841573e-06,-0.0741482965931864
"401907","chr5",21586,150414459,150414959,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"435929","chr6",28001,157846107,157846607,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"442140","chr7",3705,16929119,16929619,-2.41503749927884,5.17040890841573e-06,-0.0260521042084168
"455229","chr7",16794,101816860,101817360,2.41503749927884,5.17040890841573e-06,0.0260521042084168
"487867","chr9",330,2014933,2015433,-0.804079790024743,5.17040890841573e-06,-0.094188376753507
"500678","chr9",13141,112379650,112380150,-1.06228427825434,5.17040890841573e-06,-0.0741482965931864
"356014","chr4",41,337358,337858,-0.779400860486603,5.17672652264369e-06,-0.0961923847695391
"244825","chr19",18639,55117513,55118013,-0.895302621333307,5.18692860903335e-06,-0.0861723446893787
"264710","chr2",18910,88600065,88600565,-1.08746284125034,5.4439024326384e-06,-0.0721442885771543
"8409","chr1",8409,23619501,23620001,-1.22239242133645,5.58461594548773e-06,-0.0641282565130261
"195753","chr17",3014,7887410,7887910,-1.58496250072116,5.58461594548773e-06,-0.0480961923847695
"213469","chr17",20730,77882396,77882896,-1.58496250072116,5.58461594548773e-06,-0.0480961923847695
"251704","chr2",5904,27370181,27370681,-0.711494906650088,5.58461594548773e-06,-0.102204408817635
"340183","chr3",18368,108125043,108125543,-1.58496250072116,5.58461594548773e-06,-0.0480961923847695
